title,slug,category,styrk_code,median_pay_annual,num_employed,education,url
AFIS-fullmektig,afis-fullmektig,Kontoryrker,4323,662760,7087,Videregående,https://utdanning.no/yrker/y_afisfullmektig
Adjunkt,adjunkt,Akademiske yrker,2341,705000,80404,Bachelor,https://utdanning.no/yrker/y_adjunkt
Advokat,advokat,Akademiske yrker,2611,969960,11520,Master,https://utdanning.no/yrker/y_advokat
Advokatassistent,advokatassistent,Høyskoleyrker,3342,659160,751,,https://utdanning.no/yrker/y_advokatassistent
Agronom,agronom,Akademiske yrker,2132,741960,593,Bachelor,https://utdanning.no/yrker/y_agronom
Aksjemegler,aksjemegler,Høyskoleyrker,3311,1064160,5211,,https://utdanning.no/yrker/y_aksjemegler
Aktivitør,aktivitoer,Salgs- og serviceyrker,5321,617160,94246,,https://utdanning.no/yrker/y_aktivitor
Aktuar,aktuar,Akademiske yrker,2120,796800,1759,,https://utdanning.no/yrker/y_aktuar
Akupunktør,akupunktoer,Høyskoleyrker,3230,660000,206,,https://utdanning.no/yrker/y_akupunktor
Allmennlege,allmennlege,Akademiske yrker,2211,996960,7468,,https://utdanning.no/yrker/y_allmennlege
Aluminiumskonstruktør,aluminiumskonstruktoer,Håndverkere,7214,587400,3746,Bachelor,https://utdanning.no/yrker/y_aluminiumskonst
Ambassadør,ambassadoer,Ledere,1112,1434240,984,Master,https://utdanning.no/yrker/y_ambassador
Ambulansearbeider,ambulansearbeider,Høyskoleyrker,3258,711120,5604,Bachelor,https://utdanning.no/yrker/y_ambulansearbeider
Anestesilege,anestesilege,Akademiske yrker,2212,1285920,17443,,https://utdanning.no/yrker/y_anestesilege
Anestesisykepleier,anestesisykepleier,Akademiske yrker,2221,765720,29478,Master,https://utdanning.no/yrker/y_anestesisykepleier
Animatør,animatoer,,,,,Bachelor,https://utdanning.no/yrker/y_animator
Anleggsgartner,anleggsgartner,"Bønder, fiskere mv.",6113,526320,5073,,https://utdanning.no/yrker/y_anleggsgartner
Anleggsmaskinfører,anleggsmaskinfoerer,"Prosess- og maskinoperatører, transportarbeidere mv.",8342,618120,19581,Fagbrev/fagskole,https://utdanning.no/yrker/y_anleggsmaskin
Anleggsmaskinmekaniker,anleggsmaskinmekaniker,Håndverkere,7233,642480,21695,Fagbrev/fagskole,https://utdanning.no/yrker/y_anleggsmaskinmek
Anleggsrørlegger,anleggsroerlegger,Håndverkere,7126,645000,17683,,https://utdanning.no/yrker/y_anleggsrorlegger
Ansatt i Forsvaret,ansatt-i-forsvaret,Militære yrker og uoppgitt,0210,969120,5021,,https://utdanning.no/yrker/y_ansatt_forsvaret
Antikvar,antikvar,Akademiske yrker,2621,672960,1607,Master,https://utdanning.no/yrker/y_antikvar
Apoteker,apoteker,Akademiske yrker,2262,754080,1865,Master,https://utdanning.no/yrker/y_apoteker
Apotektekniker,apotektekniker,,,,,Videregående,https://utdanning.no/yrker/y_apotektekniker
Arbeidsleder bygg og anlegg,arbeidsleder-bygg-og-anlegg,Høyskoleyrker,3123,798600,11898,Fagbrev/fagskole,https://utdanning.no/yrker/y_bygganleggleder
Arbeidsleder innen industri og produksjon,arbeidsleder-innen-industri-og-produksjon,Høyskoleyrker,3122,724200,4173,Fagbrev/fagskole,https://utdanning.no/yrker/y_arbeidsleder_industr
Arbeidsmedisiner,arbeidsmedisiner,Akademiske yrker,2212,1285920,17443,,https://utdanning.no/yrker/y_arbeidsmedisiner
Arealplanlegger,arealplanlegger,Akademiske yrker,2164,817680,1442,Master,https://utdanning.no/yrker/y_arealplanlegger
Arkeolog,arkeolog,Akademiske yrker,2633,700560,259,,https://utdanning.no/yrker/y_arkeolog
Arkitekt,arkitekt,Akademiske yrker,2161,900120,6269,,https://utdanning.no/yrker/y_arkitekt
Arkivar,arkivar,Akademiske yrker,2621,672960,1607,,https://utdanning.no/yrker/y_arkivar
Aromaterapeut,aromaterapeut,Salgs- og serviceyrker,5142,471960,2911,Ingen formelle krav,https://utdanning.no/yrker/y_aromaterapeut
Arrangementsplanlegger,arrangementsplanlegger,Høyskoleyrker,3332,671280,1223,,https://utdanning.no/yrker/y_arrangement
Art director,art-director,Ledere,1222,997560,1861,,https://utdanning.no/yrker/y_art_director
Asfaltør,asfaltoer,"Prosess- og maskinoperatører, transportarbeidere mv.",8342,618120,19581,Fagbrev/fagskole,https://utdanning.no/yrker/y_asfaltor
Astrofysiker,astrofysiker,Akademiske yrker,2111,909480,523,Doktorgrad,https://utdanning.no/yrker/y_astrofysiker
Astronaut,astronaut,,,,,Doktorgrad,https://utdanning.no/yrker/y_astronaut
Au pair,au-pair,,,,,Videregående,https://utdanning.no/yrker/y_aupair
Audiograf,audiograf,Akademiske yrker,2266,652920,732,,https://utdanning.no/yrker/y_audiograf
Audiopedagog,audiopedagog,Akademiske yrker,2352,679320,2923,Master,https://utdanning.no/yrker/y_audiopedagog
Automatiker,automatiker,Håndverkere,7412,720960,6189,,https://utdanning.no/yrker/y_automatiker
Avioniker,avioniker,Håndverkere,7232,789720,1159,,https://utdanning.no/yrker/y_avioniker
Avisbud,avisbud,"Renholdere, hjelpearbeidere mv.",9621,471120,3217,,https://utdanning.no/yrker/y_avisbud
Avløser,avloeser,"Bønder, fiskere mv.",6121,457920,3187,Bachelor,https://utdanning.no/yrker/y_avloser
Badevakt,badevakt,Salgs- og serviceyrker,5419,508080,3160,,https://utdanning.no/yrker/y_badevakt
Baker,baker,Håndverkere,7512,509880,1531,,https://utdanning.no/yrker/y_baker
Banemontør,banemontoer,"Prosess- og maskinoperatører, transportarbeidere mv.",8342,618120,19581,Videregående,https://utdanning.no/yrker/y_banemontor
Barista,barista,Salgs- og serviceyrker,5131,448200,22815,,https://utdanning.no/yrker/y_barista
Barne- og ungdomsarbeider,barne-og-ungdomsarbeider,Salgs- og serviceyrker,5311,499320,92810,,https://utdanning.no/yrker/y_barne_ungdomsarb
Barne- og ungdomspsykiater,barne-og-ungdomspsykiater,Akademiske yrker,2212,1285920,17443,,https://utdanning.no/yrker/y_barne_ungdomspsyk
Barne- og ungdomspsykolog,barne-og-ungdomspsykolog,Akademiske yrker,2634,795240,9490,,https://utdanning.no/yrker/y_barne_ung_psyk
Barnehageassistent,barnehageassistent,Salgs- og serviceyrker,5311,499320,92810,Fagbrev/fagskole,https://utdanning.no/yrker/y_barnehage_ass
Barnehagelærer,barnehagelaerer,Akademiske yrker,2342,642600,34312,,https://utdanning.no/yrker/y_barnehagelarer
Barnehagestyrer,barnehagestyrer,Ledere,1341,823200,4004,Bachelor,https://utdanning.no/yrker/y_barnehagestyrer
Barnelege,barnelege,Akademiske yrker,2212,1285920,17443,Bachelor,https://utdanning.no/yrker/y_barnelege
Barnesykepleier,barnesykepleier,Akademiske yrker,2221,765720,29478,Master,https://utdanning.no/yrker/y_sykepleier_barn
Barnevernspedagog,barnevernspedagog,Akademiske yrker,2635,672000,15329,Master,https://utdanning.no/yrker/y_barnevernspedagog
Bartender,bartender,Salgs- og serviceyrker,5132,449760,6629,Fagbrev/fagskole,https://utdanning.no/yrker/y_bartender
Bas/Nettmann,bas-nettmann,"Bønder, fiskere mv.",6222,582000,429,Fagbrev/fagskole,https://utdanning.no/yrker/y_basnettmann
Betongfagarbeider,betongfagarbeider,Håndverkere,7114,641040,8486,Fagbrev/fagskole,https://utdanning.no/yrker/y_betongfagarbeider
Bibliotekar,bibliotekar,Akademiske yrker,2622,640320,2470,,https://utdanning.no/yrker/y_bibliotekar
Bilberger,bilberger,"Prosess- og maskinoperatører, transportarbeidere mv.",8332,567120,24086,Fagbrev/fagskole,https://utdanning.no/yrker/y_bilberger
Billakkerer,billakkerer,Håndverkere,7132,584280,2858,,https://utdanning.no/yrker/y_billakkerer
Billedkunstner,billedkunstner,Akademiske yrker,2651,606120,356,,https://utdanning.no/yrker/y_billedkunstner
Bilmekaniker (lette kjøretøy),bilmekaniker-lette-kjoeretoey,Håndverkere,7231,582000,21708,,https://utdanning.no/yrker/y_bilmekaniker_lett
Bilmekaniker (tunge kjøretøy),bilmekaniker-tunge-kjoeretoey,Håndverkere,7231,582000,21708,,https://utdanning.no/yrker/y_bilmekaniker_tung
Bilpleier,bilpleier,"Renholdere, hjelpearbeidere mv.",9122,479520,3154,,https://utdanning.no/yrker/y_bilklargjorer
Bilsalmaker,bilsalmaker,Håndverkere,7534,558240,297,,https://utdanning.no/yrker/y_bilsalmaker
Bilselger,bilselger,Salgs- og serviceyrker,5223,504240,162588,Fagbrev/fagskole,https://utdanning.no/yrker/y_bilselger
Bilskadereparatør,bilskadereparatoer,Håndverkere,7213,603960,4556,Fagbrev/fagskole,https://utdanning.no/yrker/y_bilskadereparator
Bioingeniør,bioingenioer,Høyskoleyrker,3212,675240,7190,,https://utdanning.no/yrker/y_bioingenior
Biokjemiker,biokjemiker,Akademiske yrker,2131,823680,1819,,https://utdanning.no/yrker/y_biokjemiker
Biolog,biolog,Akademiske yrker,2131,823680,1819,,https://utdanning.no/yrker/y_biolog
Biopat,biopat,Høyskoleyrker,3230,660000,206,Fagbrev/fagskole,https://utdanning.no/yrker/y_biopat
Bioteknolog,bioteknolog,Akademiske yrker,2131,823680,1819,,https://utdanning.no/yrker/y_bioteknolog
Bistandsarbeider,bistandsarbeider,,,,,,https://utdanning.no/yrker/y_bistandsarbeider
Blomsterdekoratør,blomsterdekoratoer,Håndverkere,7549,498240,821,Fagbrev/fagskole,https://utdanning.no/yrker/y_blomsterdekorator
Blyglasshåndverker,blyglasshaandverker,Håndverkere,7125,565440,1170,Videregående,https://utdanning.no/yrker/y_blyglasshandverker
Bokhandler,bokhandler,Salgs- og serviceyrker,5222,572160,5444,Fagbrev/fagskole,https://utdanning.no/yrker/y_bokhandler
Bonde,bonde,"Bønder, fiskere mv.",6122,522240,340,,https://utdanning.no/yrker/y_bonde
Bore- og vedlikeholdsoperatør,bore-og-vedlikeholdsoperatoer,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,Fagbrev/fagskole,https://utdanning.no/yrker/y_bore_vedlikehold
Brannforebygger,brannforebygger,Håndverkere,7133,573600,790,Videregående,https://utdanning.no/yrker/y_feier
Branningeniør,branningenioer,Høyskoleyrker,3112,800640,17092,Bachelor,https://utdanning.no/yrker/y_branningenior
Brannkonstabel,brannkonstabel,Salgs- og serviceyrker,5411,726120,3876,Fagbrev/fagskole,https://utdanning.no/yrker/y_brannkonstabel
Brønnborer fastland,broennborer-fastland,"Prosess- og maskinoperatører, transportarbeidere mv.",8342,618120,19581,,https://utdanning.no/yrker/y_bronnborer_land
Brønnoperatør,broennoperatoer,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,,https://utdanning.no/yrker/y_bronn
Brønnoperatør for elektriske kabeloperasjoner,broennoperatoer-for-elektriske-kabeloperasjoner,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,Fagbrev/fagskole,https://utdanning.no/yrker/y_bronn_el
Brønnoperatør for mekaniske kabeloperasjoner,broennoperatoer-for-mekaniske-kabeloperasjoner,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,Fagbrev/fagskole,https://utdanning.no/yrker/y_bronn_mek
Brønnoperatør havbunnsinstallasjoner,broennoperatoer-havbunnsinstallasjoner,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,Videregående,https://utdanning.no/yrker/y_havbunnsinstallator
Brønnoperatør komplettering,broennoperatoer-komplettering,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,Fagbrev/fagskole,https://utdanning.no/yrker/y_bronn_komp
Brønnoperatør kveilerør,broennoperatoer-kveileroer,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,Fagbrev/fagskole,https://utdanning.no/yrker/y_bronn_kveil
Brønnoperatør sementering,broennoperatoer-sementering,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,Fagbrev/fagskole,https://utdanning.no/yrker/y_bronn_sement
Bunadtilvirker,bunadtilvirker,Håndverkere,7318,495720,406,Videregående,https://utdanning.no/yrker/y_bunadtilvirker
Buntmaker,buntmaker,Håndverkere,7531,591000,547,Videregående,https://utdanning.no/yrker/y_buntmaker
Bussjåfør,bussjaafoer,"Prosess- og maskinoperatører, transportarbeidere mv.",8331,567240,16553,Fagbrev/fagskole,https://utdanning.no/yrker/y_bussjafor
Butikkmedarbeider,butikkmedarbeider,Salgs- og serviceyrker,5223,504240,162588,Fagbrev/fagskole,https://utdanning.no/yrker/y_butikkmedarbeider
Butikksjef,butikksjef,Ledere,1420,664680,33959,,https://utdanning.no/yrker/y_butikksjef
Bygg- og anleggsingeniør,bygg-og-anleggsingenioer,Høyskoleyrker,3112,800640,17092,,https://utdanning.no/yrker/y_byggingenior
Byggdrifter,byggdrifter,Salgs- og serviceyrker,5153,578280,21386,Videregående,https://utdanning.no/yrker/y_vaktmester
Byggmontør,byggmontoer,,,,,Videregående,https://utdanning.no/yrker/y_byggmontor
Båtbygger,baatbygger,,,,,,https://utdanning.no/yrker/y_batbygger
Bøkker,boekker,Håndverkere,7115,574800,40269,Videregående,https://utdanning.no/yrker/y_bokker
Børsemaker,boersemaker,Håndverkere,7222,629520,2583,Videregående,https://utdanning.no/yrker/y_borsemaker
CNC-maskineringsoperatør,cnc-maskineringsoperatoer,Håndverkere,7223,601680,2403,Fagbrev/fagskole,https://utdanning.no/yrker/y_cncoperator
Chassispåbygger,chassispaabygger,Håndverkere,7213,603960,4556,Fagbrev/fagskole,https://utdanning.no/yrker/y_chassispabygger
Dansepedagog,dansepedagog,Akademiske yrker,2653,656040,273,,https://utdanning.no/yrker/y_dansepedagog
Danser,danser,Akademiske yrker,2653,656040,273,,https://utdanning.no/yrker/y_danser
Dataelektroniker,dataelektroniker,Håndverkere,7421,642840,1313,Fagbrev/fagskole,https://utdanning.no/yrker/y_dataelektroniker
Dataviter (data scientist),dataviter-data-scientist,Akademiske yrker,2511,915960,33243,,https://utdanning.no/yrker/y_dataviter
Designer,designer,Akademiske yrker,2163,752040,876,,https://utdanning.no/yrker/y_designer
DevOps-ingeniør,devops-ingenioer,Høyskoleyrker,3513,857880,791,,https://utdanning.no/yrker/y_devopsingenior
Diakon,diakon,Høyskoleyrker,3413,613320,2830,Master,https://utdanning.no/yrker/y_diakon
Diakonimedarbeider,diakonimedarbeider,Høyskoleyrker,3413,613320,2830,Master,https://utdanning.no/yrker/y_diakonimedarbeider
Dimensjonskontrollør,dimensjonskontrolloer,Håndverkere,7222,629520,2583,Videregående,https://utdanning.no/yrker/y_dimensjonskontrollor
Diplomat,diplomat,Akademiske yrker,2422,739560,90317,Master,https://utdanning.no/yrker/y_diplomat
Dirigent,dirigent,Akademiske yrker,2652,740520,2283,Master,https://utdanning.no/yrker/y_dirigent
Dommer,dommer,Akademiske yrker,2612,1421640,857,Master,https://utdanning.no/yrker/y_dommer
Dramaturg,dramaturg,Akademiske yrker,2654,750000,1284,Bachelor,https://utdanning.no/yrker/y_dramaturg
Driftsoperatør i idrettsanlegg,driftsoperatoer-i-idrettsanlegg,Salgs- og serviceyrker,5153,578280,21386,Videregående,https://utdanning.no/yrker/y_driftsoperator_idrett
Droneoperatør,droneoperatoer,,,,,Bachelor,https://utdanning.no/yrker/y_droneoperator
Duojár,duoj-r,Håndverkere,7318,495720,406,Videregående,https://utdanning.no/yrker/y_duojar
Dykker,dykker,Håndverkere,7541,699000,541,Bachelor,https://utdanning.no/yrker/y_dykker
Dyrefagarbeider,dyrefagarbeider,Salgs- og serviceyrker,5164,440040,1062,,https://utdanning.no/yrker/y_dyrefag
Dyrepasser,dyrepasser,Salgs- og serviceyrker,5164,440040,1062,Videregående,https://utdanning.no/yrker/y_dyrepasser
Dyrepleier,dyrepleier,Høyskoleyrker,3240,507480,1106,,https://utdanning.no/yrker/y_dyrepleier
E-sportsutøver,e-sportsutoever,,,,,Bachelor,https://utdanning.no/yrker/y_esport
Eiendomsmegler,eiendomsmegler,Høyskoleyrker,3334,865080,6983,Bachelor,https://utdanning.no/yrker/y_eiendomsmegler
Eksponeringsdesigner,eksponeringsdesigner,Høyskoleyrker,3432,574800,1602,Bachelor,https://utdanning.no/yrker/y_utstillingsdesigner
Elektriker,elektriker,Håndverkere,7411,659160,32126,Videregående,https://utdanning.no/yrker/y_elektriker
Elektrofagarbeider,elektrofagarbeider,Håndverkere,7411,659160,32126,Videregående,https://utdanning.no/yrker/y_elektrofagarbeider
Elektroingeniør,elektroingenioer,Akademiske yrker,2152,999960,4569,,https://utdanning.no/yrker/y_elektroingenior
Elektroreparatør,elektroreparatoer,Håndverkere,7411,659160,32126,Videregående,https://utdanning.no/yrker/y_elektroreparator
Energimontør,energimontoer,Håndverkere,7413,697680,4192,,https://utdanning.no/yrker/y_energimontor
Energioperatør,energioperatoer,Høyskoleyrker,3131,868320,1657,Videregående,https://utdanning.no/yrker/y_energioperator
Ergoterapeut,ergoterapeut,Akademiske yrker,2267,633360,3117,,https://utdanning.no/yrker/y_ergoterapeut
Ernæringskokk,ernaeringskokk,Salgs- og serviceyrker,5120,499320,22003,Videregående,https://utdanning.no/yrker/y_institusjonskokk
Etterforsker,etterforsker,Høyskoleyrker,3355,767040,12137,Bachelor,https://utdanning.no/yrker/y_etterforsker
Eurytmist,eurytmist,,,,,Bachelor,https://utdanning.no/yrker/y_eurytmist
FU-operatør,fu-operatoer,"Prosess- og maskinoperatører, transportarbeidere mv.",8113,962160,13699,Videregående,https://utdanning.no/yrker/y_fuoperator
"Fabrikksjef, fiske",fabrikksjef-fiske,Ledere,1321,999960,12518,Bachelor,https://utdanning.no/yrker/y_fabrikksjef_fiske
Fagarbeider industriell matproduksjon,fagarbeider-industriell-matproduksjon,"Prosess- og maskinoperatører, transportarbeidere mv.",8160,521760,25455,Videregående,https://utdanning.no/yrker/y_ind_matprod
Fagarbeider sjømatproduksjon,fagarbeider-sjoematproduksjon,"Prosess- og maskinoperatører, transportarbeidere mv.",8160,521760,25455,Videregående,https://utdanning.no/yrker/y_sjomatprod
Fagoperatør akvakultur (fiskeoppdretter),fagoperatoer-akvakultur-fiskeoppdretter,"Bønder, fiskere mv.",6221,711240,7846,Videregående,https://utdanning.no/yrker/y_fiskeoppdretter
Fagoperatør i fiskeredskapsfaget,fagoperatoer-i-fiskeredskapsfaget,"Prosess- og maskinoperatører, transportarbeidere mv.",8152,526080,908,Fagbrev/fagskole,https://utdanning.no/yrker/y_fiskered
Fagoperatør i grafisk produksjonsteknikk,fagoperatoer-i-grafisk-produksjonsteknikk,Håndverkere,7321,568200,794,Videregående,https://utdanning.no/yrker/y_grafisk
Fagoperatør i industritekstilfaget,fagoperatoer-i-industritekstilfaget,"Prosess- og maskinoperatører, transportarbeidere mv.",8153,519720,738,,https://utdanning.no/yrker/y_industritekstil
Fagoperatør i kjemisk prosessindustri (Prosesstekniker),fagoperatoer-i-kjemisk-prosessindustri-prosesstekniker,"Renholdere, hjelpearbeidere mv.",9329,565080,7583,Fagbrev/fagskole,https://utdanning.no/yrker/y_prosesstekniker
Fagoperatør i limtreproduksjonsfaget,fagoperatoer-i-limtreproduksjonsfaget,"Prosess- og maskinoperatører, transportarbeidere mv.",8171,554520,2788,,https://utdanning.no/yrker/y_limtreprod
Fagoperatør i plastfag,fagoperatoer-i-plastfag,"Prosess- og maskinoperatører, transportarbeidere mv.",8142,558120,2284,Videregående,https://utdanning.no/yrker/y_plastmekaniker
Fagoperatør i polymerkompositt / herdeplast,fagoperatoer-i-polymerkompositt-herdeplast,"Prosess- og maskinoperatører, transportarbeidere mv.",8142,558120,2284,Videregående,https://utdanning.no/yrker/y_polymerfag
Fagoperatør i produksjonsteknikk,fagoperatoer-i-produksjonsteknikk,"Prosess- og maskinoperatører, transportarbeidere mv.",8121,581280,8009,Videregående,https://utdanning.no/yrker/y_produksjonstekniker
Fagoperatør i termoplast,fagoperatoer-i-termoplast,"Prosess- og maskinoperatører, transportarbeidere mv.",8142,558120,2284,,https://utdanning.no/yrker/y_termoplastfaget
Fagoperatør i trelast- og limtreproduksjon,fagoperatoer-i-trelast-og-limtreproduksjon,"Prosess- og maskinoperatører, transportarbeidere mv.",8171,554520,2788,,https://utdanning.no/yrker/y_trelast_limtre_operator
Fagoperatør i trelastfaget,fagoperatoer-i-trelastfaget,"Prosess- og maskinoperatører, transportarbeidere mv.",8171,554520,2788,,https://utdanning.no/yrker/y_trelastfag
Fagoperatør kran- og løfteoperasjoner (Kranfører),fagoperatoer-kran-og-loefteoperasjoner-kranfoerer,"Prosess- og maskinoperatører, transportarbeidere mv.",8343,654720,1813,Videregående,https://utdanning.no/yrker/y_kranforer
Familierådgiver,familieraadgiver,Akademiske yrker,2635,672000,15329,,https://utdanning.no/yrker/y_familieradgiver
Farmasøyt,farmasoeyt,Akademiske yrker,2262,754080,1865,Master,https://utdanning.no/yrker/y_farmasoyt
Fengselsbetjent,fengselsbetjent,Salgs- og serviceyrker,5413,670800,3666,Bachelor,https://utdanning.no/yrker/y_fengselsbetjent
Ferskvarehandler,ferskvarehandler,Håndverkere,7511,535800,1904,Videregående,https://utdanning.no/yrker/y_butikkslakter
Filigranssølvsmed,filigranssoelvsmed,Håndverkere,7313,576000,353,Videregående,https://utdanning.no/yrker/y_filigranssolvsmed
Filmfotograf,filmfotograf,Høyskoleyrker,3431,662640,1215,Bachelor,https://utdanning.no/yrker/y_filmfotograf
Filolog,filolog,Akademiske yrker,2643,647880,2154,,https://utdanning.no/yrker/y_filolog
Filosof,filosof,Akademiske yrker,2633,700560,259,,https://utdanning.no/yrker/y_filosof
Finansanalytiker,finansanalytiker,Akademiske yrker,2412,896160,9752,Master,https://utdanning.no/yrker/y_finansanalytiker
Finmekaniker,finmekaniker,Håndverkere,7311,665160,534,Videregående,https://utdanning.no/yrker/y_finmekaniker
Fiskehelsebiolog,fiskehelsebiolog,"Bønder, fiskere mv.",6221,711240,7846,Master,https://utdanning.no/yrker/y_fiskehelsebiolog
Fisker,fisker,"Bønder, fiskere mv.",6222,582000,429,Bachelor,https://utdanning.no/yrker/y_fisker
Fjell- og bergverksarbeider,fjell-og-bergverksarbeider,"Prosess- og maskinoperatører, transportarbeidere mv.",8111,666840,649,Videregående,https://utdanning.no/yrker/y_fjell_bergverk
Flygeleder,flygeleder,Høyskoleyrker,3154,1462920,520,Videregående,https://utdanning.no/yrker/y_flygeleder
Flyinstruktør,flyinstruktoer,Høyskoleyrker,3153,1421280,1813,,https://utdanning.no/yrker/y_flyinstruktor
Flyktningkonsulent,flyktningkonsulent,Høyskoleyrker,3412,632160,16464,Bachelor,https://utdanning.no/yrker/y_flyktningkonsulent
Flymekaniker,flymekaniker,Håndverkere,7232,789720,1159,Videregående,https://utdanning.no/yrker/y_flymekaniker
Flymotormekaniker,flymotormekaniker,Håndverkere,7232,789720,1159,Videregående,https://utdanning.no/yrker/y_flymotormekaniker
Flystrukturmekaniker,flystrukturmekaniker,Håndverkere,7232,789720,1159,Videregående,https://utdanning.no/yrker/y_flystrukturmekaniker
Flysystemmekaniker,flysystemmekaniker,Håndverkere,7232,789720,1159,Videregående,https://utdanning.no/yrker/y_flysystemmek
Flytekniker,flytekniker,Håndverkere,7232,789720,1159,Fagbrev/fagskole,https://utdanning.no/yrker/y_flytekniker
Forfatter,forfatter,Akademiske yrker,2641,795600,1165,Bachelor,https://utdanning.no/yrker/y_forfatter
Forgyller,forgyller,Håndverkere,7313,576000,353,,https://utdanning.no/yrker/y_forgyller
Forlagsmedarbeider,forlagsmedarbeider,Akademiske yrker,2641,795600,1165,Fagbrev/fagskole,https://utdanning.no/yrker/y_forlagsmedarbeider
Forretningsutvikler,forretningsutvikler,,,,,,https://utdanning.no/yrker/y_forretningsutvikler
Forsikringsrådgiver,forsikringsraadgiver,Kontoryrker,4312,702720,341,Bachelor,https://utdanning.no/yrker/y_forsikringsradg
Forsker,forsker,Akademiske yrker,2310,752880,30479,Doktorgrad,https://utdanning.no/yrker/y_forsker
Fotballdommer,fotballdommer,Høyskoleyrker,3422,564000,7033,,https://utdanning.no/yrker/y_fotballdommer
Fotballspiller,fotballspiller,Høyskoleyrker,3421,504360,2169,Videregående,https://utdanning.no/yrker/y_fotballspiller
Fotballtrener,fotballtrener,Høyskoleyrker,3422,564000,7033,Master,https://utdanning.no/yrker/y_fotballtrener
Fotograf,fotograf,Høyskoleyrker,3431,662640,1215,,https://utdanning.no/yrker/y_fotograf
Fotojournalist,fotojournalist,Høyskoleyrker,3431,662640,1215,,https://utdanning.no/yrker/y_fotojournalist
Fotterapeut,fotterapeut,Salgs- og serviceyrker,5142,471960,2911,Videregående,https://utdanning.no/yrker/y_fotterapeut
Frisør,frisoer,Salgs- og serviceyrker,5141,476040,8767,Fagbrev/fagskole,https://utdanning.no/yrker/y_frisor
Fylkesskogmester,fylkesskogmester,Ledere,1311,815280,652,,https://utdanning.no/yrker/y_fylkesskogmester
Fysiker,fysiker,Akademiske yrker,2111,909480,523,,https://utdanning.no/yrker/y_fysiker
Fysioterapeut,fysioterapeut,Akademiske yrker,2264,652200,6109,,https://utdanning.no/yrker/y_fysioterapeut
Førerhundtrener,foererhundtrener,Salgs- og serviceyrker,5164,440040,1062,,https://utdanning.no/yrker/y_forerhundtrener
Førsteamanuensis,foersteamanuensis,Akademiske yrker,2310,752880,30479,Doktorgrad,https://utdanning.no/yrker/y_forsteamanuensis
Gartner,gartner,"Bønder, fiskere mv.",6113,526320,5073,Fagbrev/fagskole,https://utdanning.no/yrker/y_gartner
Garver,garver,Håndverkere,7535,572640,84,Videregående,https://utdanning.no/yrker/y_garver
Geofysiker,geofysiker,Akademiske yrker,2114,1127880,2765,Master,https://utdanning.no/yrker/y_geofysiker
Geograf,geograf,Akademiske yrker,2114,1127880,2765,Master,https://utdanning.no/yrker/y_geograf
Geokjemiker,geokjemiker,Akademiske yrker,2113,940680,923,Doktorgrad,https://utdanning.no/yrker/y_geokjemiker
Geolog,geolog,Akademiske yrker,2114,1127880,2765,,https://utdanning.no/yrker/y_geolog
Geriater,geriater,Akademiske yrker,2212,1285920,17443,,https://utdanning.no/yrker/y_geriater
Gestaltterapeut,gestaltterapeut,,,,,,https://utdanning.no/yrker/y_gestaltt
Gipsmaker,gipsmaker,Håndverkere,7123,627120,14,Videregående,https://utdanning.no/yrker/y_gipsmaker
Gjenvinningsoperatør,gjenvinningsoperatoer,"Renholdere, hjelpearbeidere mv.",9612,530400,1140,Videregående,https://utdanning.no/yrker/y_gjenvinningsoperator
Gjørtler,gjoertler,Håndverkere,7211,558840,268,Videregående,https://utdanning.no/yrker/y_gjortler
Glassblåser,glassblaaser,Håndverkere,7315,575160,68,Videregående,https://utdanning.no/yrker/y_glassblaser
Glassfagarbeider,glassfagarbeider,Håndverkere,7125,565440,1170,Videregående,https://utdanning.no/yrker/y_glassfagarbeider
Grafisk designer,grafisk-designer,Akademiske yrker,2166,726240,4754,Master,https://utdanning.no/yrker/y_grafisk_designer
Gravferdskonsulent,gravferdskonsulent,Salgs- og serviceyrker,5163,633480,974,,https://utdanning.no/yrker/y_gravferdskonsulent
Gravør,gravoer,Håndverkere,7313,576000,353,Videregående,https://utdanning.no/yrker/y_gravor
Grunnskolelærer,grunnskolelaerer,Akademiske yrker,2341,705000,80404,Grunnskole,https://utdanning.no/yrker/y_grunnskolelarer
Gründer,gr-nder,,,,,Master,https://utdanning.no/yrker/y_grunder
Guide,guide,Salgs- og serviceyrker,5113,506640,1657,Videregående,https://utdanning.no/yrker/y_guide
Gullsmed,gullsmed,Håndverkere,7313,576000,353,Videregående,https://utdanning.no/yrker/y_gullsmed
Gynekolog,gynekolog,Akademiske yrker,2212,1285920,17443,,https://utdanning.no/yrker/y_gynekolog
HMS-ingeniør,hms-ingenioer,Høyskoleyrker,3257,829800,5524,,https://utdanning.no/yrker/y_hmsingenior
